Rk,Lineup,Lineup_2,Lineup_3,Lineup_4,Lineup_5,Tm,Season,G,MP,TM,OPP,Pace,FG,FGA,FG%,3P,3PA,3P%,EFG%,FT,FTA,FT%,PTS%
10346,Q. Acy,C. Aldrich,J. Calderón,C. Early,S. Larkin,NYK,2014-15,1,1.5,3,3,98.2,0,4,0,0,2,-3,-3,-3,-4,-3,-3
10347,Q. Acy,L. Amundson,T. Hardaway,S. Larkin,L. Thomas,NYK,2014-15,1,8.5,14,15,82.4,-2,-5,0.067,1,1,0.333,0.117,0,0,0,-3
10348,Q. Acy,C. Anthony,S. Dalembert,T. Hardaway,S. Larkin,NYK,2014-15,3,7.3,12,14,85.5,-1,1,-0.099,0,-1,0,-0.099,-1,-1,-0.083,-3
10349,Q. Acy,C. Anthony,S. Dalembert,S. Larkin,J. Smith,NYK,2014-15,4,19,35,35,88.3,2,-5,0.138,-6,-10,-0.167,0.057,-1,-3,0.286,-3
10350,Q. Acy,C. Anthony,S. Dalembert,I. Shumpert,J. Smith,NYK,2014-15,1,1.7,3,4,101.8,-1,-2,-0.25,-1,0,-1,-0.375,0,0,-3,-3
10351,Q. Acy,C. Anthony,T. Hardaway,P. Prigioni,A. Stoudemire,NYK,2014-15,1,3,5,5,80,-1,3,-0.357,0,2,-0.357,-0.357,-1,-2,-3,-3
10352,Q. Acy,A. Bargnani,J. Calderón,L. Galloway,T. Hardaway,NYK,2014-15,1,0.5,1,1,99.3,-1,0,-1,-1,0,-1,-1.5,0,0,-3,-3
10353,Q. Acy,A. Bargnani,C. Early,L. Galloway,T. Hardaway,NYK,2014-15,3,3,8,8,127.3,-1,1,-0.238,0,2,-0.667,-0.25,-1,-2,-3,-3
10354,Q. Acy,A. Bargnani,C. Early,L. Galloway,S. Larkin,NYK,2014-15,3,3.6,6,8,92.9,-1,1,-0.233,0,1,0,-0.233,-1,-1,0,-3
10355,Q. Acy,J. Calderón,S. Dalembert,S. Larkin,P. Prigioni,NYK,2014-15,1,0.6,1,2,116.8,-1,-2,-0.333,-1,0,-1,-0.5,0,0,-3,-3
10356,Q. Acy,S. Dalembert,C. Early,S. Larkin,J. Smith,NYK,2014-15,1,0.1,0,1,180,-1,-1,0,0,0,-1,-1,-1,-1,-3,-3
10357,Q. Acy,S. Dalembert,T. Hardaway,S. Larkin,P. Prigioni,NYK,2014-15,1,1.7,2,3,72.7,-1,0,-0.333,0,0,-0.333,-0.333,-1,-1,-3,-3
10358,Q. Acy,S. Larkin,I. Shumpert,J. Smith,A. Stoudemire,NYK,2014-15,2,1.9,2,3,64.3,-1,-3,0.5,0,0,0.5,0.5,-1,-3,-3,-3
10359,A. Afflalo,W. Chandler,K. Faried,A. Gee,J. Nelson,DEN,2014-15,1,2.1,4,4,91.4,-1,-3,0,0,1,0,0,-1,0,-0.5,-3
10360,A. Afflalo,J. Freeland,A. Gee,D. Lillard,C. McCollum,POR,2014-15,1,0.9,2,1,84.7,-1,0,-1,-1,-1,-1.5,-1.5,0,0,-3,-3
10361,A. Afflalo,D. Gallinari,A. Gee,T. Lawson,T. Mozgov,DEN,2014-15,2,2.5,5,5,96,0,-1,0.1,-1,-2,0.017,0.017,-2,-3,-3,-3
10362,F. Aldemir,L. Drew,K. McDaniels,N. Noel,J. Sampson,PHI,2014-15,1,1,1,2,73.2,-1,0,-1,0,0,-1,-1,-1,-2,-3,-3
10363,L. Allen,C. Copeland,S. Hill,D. Sloan,D. West,IND,2014-15,2,2.3,6,6,127.1,-1,1,-0.3,-1,-1,-0.5,-0.425,0,0,0,-3
10364,L. Allen,G. Hill,S. Hill,D. Rudez,L. Scola,IND,2014-15,1,1.7,4,4,114.1,-1,1,-0.35,0,0,0,-0.375,-1,-1,-3,-3
10365,L. Allen,G. Hill,S. Hill,L. Scola,D. Sloan,IND,2014-15,1,4.4,9,9,97.8,-1,-1,-0.036,-3,-3,-0.3,-0.214,2,1,0.5,-3
10366,L. Allen,S. Hill,C. Miles,R. Stuckey,D. West,IND,2014-15,4,8.6,19,17,100.7,-2,6,-0.31,-1,1,-0.5,-0.356,2,4,-0.133,-3
10367,L. Allen,S. Hill,D. Sloan,R. Stuckey,D. West,IND,2014-15,7,9.9,18,18,87.3,-3,2,-0.247,-1,0,-0.25,-0.28,4,3,0.167,-3
10368,T. Allen,V. Carter,K. Koufos,C. Lee,B. Udrih,MEM,2014-15,1,1.8,2,3,66.7,-2,-1,-0.667,-1,-2,-0.833,-0.833,2,2,-3,-3
10369,T. Allen,M. Conley,M. Gasol,J. Green,C. Lee,MEM,2014-15,1,2.8,6,7,113.5,-1,0,-0.25,0,0,0,-0.25,-1,-2,-3,-3
10370,T. Allen,M. Conley,M. Gasol,K. Koufos,C. Lee,MEM,2014-15,5,12.8,25,26,95.7,1,1,0.026,-1,0,-0.25,0.001,-4,-4,-0.089,-3
10371,T. Allen,M. Conley,K. Koufos,C. Lee,Z. Randolph,MEM,2014-15,14,33.7,64,66,92.7,-7,-2,-0.102,-4,-4,-0.257,-0.134,15,16,0.15,-3
10372,T. Allen,J. Green,C. Lee,Z. Randolph,B. Udrih,MEM,2014-15,1,2.3,4,4,82.3,-2,0,-0.4,1,0,1,-0.3,0,0,-3,-3
10373,T. Allen,C. Lee,J. Leuer,Z. Randolph,B. Udrih,MEM,2014-15,1,1.3,3,4,134.4,-1,-2,-0.333,0,-1,-0.333,-0.333,-1,-2,-3,-3
10374,K. Anderson,A. Daye,B. Diaw,C. Joseph,P. Mills,SAS,2014-15,1,0.4,1,1,120,-1,-1,0,0,0,-1,-1,-1,-1,-3,-3
10375,P. Anti?,A. Daye,S. Mack,D. Schröder,M. Scott,ATL,2014-15,1,1.1,4,3,150.4,-1,-1,-0.167,-2,-2,-0.5,-0.5,1,2,-3,-3
10376,D. Arthur,W. Chandler,D. Gallinari,A. Gee,E. Green,DEN,2014-15,1,0.8,2,2,115.2,-1,-1,-0.5,-1,-1,-0.75,-0.75,0,0,-3,-3
10377,D. Arthur,D. Gallinari,A. Gee,T. Lawson,T. Mozgov,DEN,2014-15,1,0.9,2,3,141.2,-1,-1,-0.5,0,1,-0.5,-0.5,-1,-1,-3,-3
10378,D. Arthur,A. Gee,G. Harris,J. Hickson,N. Robinson,DEN,2014-15,1,3.4,7,7,100.3,0,1,-0.1,-1,-2,-0.225,-0.225,-2,0,-1,-3
10379,D. Arthur,A. Gee,J. Hickson,T. Lawson,N. Robinson,DEN,2014-15,1,0.4,0,1,55.4,-1,-1,-1,-1,-1,0,0,0,0,-3,-3
10380,A. Ajinça,L. Babbitt,N. Cole,D. Cunningham,E. Gordon,NOP,2014-15,2,2.7,4,5,79,-1,-1,-0.15,-1,-2,-0.25,-0.25,0,0,-3,-3
10381,A. Ajinça,L. Babbitt,N. Cole,T. Evans,Q. Pondexter,NOP,2014-15,1,1.1,2,2,88.6,0,0,0,0,0,0,0,-3,-3,-3,-3
10382,A. Ajinça,N. Cole,D. Cunningham,T. Evans,E. Gordon,NOP,2014-15,4,14.3,27,32,98.8,0,0,0,-2,-2,-0.175,-0.04,-1,0,-0.111,-3
10383,L. Barbosa,F. Ezeli,J. Holiday,D. Lee,S. Livingston,GSW,2014-15,1,0.6,1,1,75.8,-1,-2,-0.333,0,0,-0.333,-0.333,-1,-1,-3,-3
10384,H. Barnes,A. Bogut,S. Curry,D. Lee,K. Thompson,GSW,2014-15,13,58.5,123,124,101.4,7,11,0.016,3,12,-0.036,0.025,-20,-18,-0.167,-3
10385,H. Barnes,S. Curry,A. Iguodala,D. Lee,S. Livingston,GSW,2014-15,4,8.5,18,18,102.2,0,2,-0.054,-2,-2,-0.167,-0.134,-1,1,-0.3,-3
10386,H. Barnes,S. Curry,D. Lee,M. Speights,K. Thompson,GSW,2014-15,5,5.8,15,15,123.8,-1,4,-0.188,-1,3,-0.333,-0.233,0,2,-0.333,-3
10387,B. Beal,D. Gooden,M. Gortat,J. Wall,M. Webster,WAS,2014-15,1,2.4,6,4,101.4,-1,3,-0.357,-1,-1,-0.482,-0.482,0,0,-3,-3
10388,B. Beal,M. Gortat,P. Pierce,R. Sessions,J. Wall,WAS,2014-15,1,0.3,0,1,75.8,-1,-2,0,0,0,-1,-1,-1,-1,-3,-3
10389,B. Beal,M. Gortat,P. Pierce,J. Wall,M. Webster,WAS,2014-15,2,1.8,5,4,117.8,0,1,-0.167,0,1,0,-0.167,-3,-3,0,-3
10390,B. Beal,M. Gortat,O. Porter,K. Séraphin,J. Wall,WAS,2014-15,1,1.8,4,3,93.3,-1,1,-0.25,-1,-1,-0.5,-0.375,0,0,-3,-3
10391,B. Beal,N. HilÃ¡rio,P. Pierce,G. Temple,J. Wall,WAS,2014-15,2,3.2,5,6,81.6,-1,-1,-0.15,0,-1,-0.15,-0.15,-1,0,-0.5,-3
10392,B. Beal,N. HilÃ¡rio,O. Porter,K. Séraphin,J. Wall,WAS,2014-15,3,4.3,9,9,99.7,-2,-3,-0.167,1,2,0.25,-0.083,0,0,0,-3
10393,B. Beal,K. Humphries,P. Pierce,K. Séraphin,J. Wall,WAS,2014-15,7,13.2,27,29,102.2,-3,-5,-0.037,-1,-5,0.083,-0.053,4,2,0.317,-3
10394,M. Beasley,L. Deng,G. Dragi?,D. Wade,H. Whiteside,MIA,2014-15,4,11.3,21,22,91.5,0,-5,0.179,-2,-4,0.095,0.146,-1,-1,-0.05,-3
10395,T. Black,V. Blue,J. Brown,J. Hill,R. Kelly,LAL,2014-15,2,14.1,27,29,95.3,-5,-7,-0.091,2,0,0.286,-0.028,5,0,0.313,-3
10396,T. Black,C. Boozer,J. Brown,W. Johnson,J. Lin,LAL,2014-15,2,3.1,6,7,100.1,-1,-1,-0.15,-1,0,-1,-0.25,0,0,0,-3
10397,T. Black,C. Boozer,J. Clarkson,W. Johnson,J. Lin,LAL,2014-15,4,8.1,12,13,74.4,0,-1,0.064,-3,-4,-0.073,-0.073,0,0,0,-3
10398,T. Black,J. Brown,W. Johnson,R. Kelly,J. Lin,LAL,2014-15,1,0.8,2,1,96,-1,1,-1,-1,0,-1,-1.5,0,0,-3,-3
10399,S. Blake,J. Freeland,A. Gee,M. Leonard,C. McCollum,POR,2014-15,1,2.1,4,4,92.9,-1,-1,-0.167,0,-1,-0.167,-0.167,-1,0,-0.5,-3
10400,E. Bledsoe,A. Goodwin,B. Knight,A. Len,M. Morris,PHO,2014-15,1,0.5,1,2,160,-1,-1,-0.5,0,0,-0.5,-0.5,-1,-1,-3,-3
10401,E. Bledsoe,B. Knight,A. Len,M. Morris,M. Morris,PHO,2014-15,5,19.9,44,44,106.3,3,3,0.05,-6,-4,-0.6,-0.038,-3,-5,0.1,-3
10402,E. Bledsoe,B. Knight,A. Len,M. Morris,P. Tucker,PHO,2014-15,9,107,222,219,99,0,-19,0.044,-3,-6,-0.014,0.041,0,-1,0.023,-3
10403,E. Bledsoe,A. Len,M. Morris,I. Thomas,A. Tolliver,PHO,2014-15,1,0.7,1,1,65.5,-1,0,-1,-1,0,-1,-1.5,0,0,-3,-3
10404,E. Bledsoe,A. Len,M. Morris,P. Tucker,B. Wright,PHO,2014-15,1,0.3,0,1,72,-1,-1,-1,-1,-1,0,0,0,0,-3,-3
10405,V. Blue,J. Brown,J. Clarkson,E. Davis,J. Hill,LAL,2014-15,1,1.2,2,2,83.5,-1,1,-1,0,0,-1,-1,-1,0,-0.5,-3
10406,T. Booker,P. Christopher,D. Exum,R. Gobert,R. Hood,UTA,2014-15,1,1.1,1,2,63.5,-1,0,-0.5,0,1,-0.5,-0.5,-1,-1,-3,-3
10407,C. Boozer,K. Bryant,E. Davis,J. Lin,N. Young,LAL,2014-15,5,12.6,25,27,98.9,1,2,0.008,1,3,0,0.027,-6,-10,0.267,-3
10408,C. Boozer,J. Clarkson,W. Johnson,J. Lin,R. Sacre,LAL,2014-15,2,3.1,7,7,108.4,0,1,-0.071,-1,-2,-0.333,-0.155,-2,-2,-3,-3
10409,C. Boozer,W. Johnson,J. Lin,R. Sacre,N. Young,LAL,2014-15,4,7.5,14,16,95.6,-1,7,-0.232,0,-1,0,-0.232,-1,-2,0.083,-3
10410,C. Bosh,M. Chalmers,N. Cole,J. Ennis,J. Hamilton,MIA,2014-15,2,6.4,13,13,97.8,-1,-1,-0.056,1,2,0.333,0,-2,-4,0.333,-3
10411,C. Bosh,M. Chalmers,N. Cole,J. Ennis,H. Whiteside,MIA,2014-15,4,5.2,8,8,74.3,-3,-5,-0.19,1,-1,0.5,-0.119,2,4,-3,-3
10412,C. Bosh,M. Chalmers,L. Deng,J. Hamilton,T. Johnson,MIA,2014-15,1,0.6,1,1,87.3,-1,0,-1,-1,-1,-1.5,-1.5,0,0,-3,-3
10413,C. Bosh,M. Chalmers,L. Deng,J. Hamilton,S. Napier,MIA,2014-15,3,4.9,10,9,94,-1,0,-0.2,1,1,0.5,-0.1,-2,-2,0,-3
10414,C. Bosh,M. Chalmers,J. McRoberts,S. Napier,D. Wade,MIA,2014-15,7,13.7,27,27,94.7,-1,-5,0.046,0,-2,0.042,0.052,-1,0,-0.111,-3
10415,A. Brooks,P. Gasol,N. Mirotic,J. Noah,D. Rose,CHI,2014-15,1,1.6,3,3,88.2,0,-2,0.25,0,-2,0.25,0.25,-3,-4,-3,-3
10416,T. Burke,J. Evans,D. Exum,D. Favors,R. Hood,UTA,2014-15,1,2.1,4,4,90.7,-2,0,-0.5,1,2,-0.375,-0.375,0,1,-3,-3
10417,T. Burke,D. Exum,D. Favors,R. Gobert,R. Hood,UTA,2014-15,2,4.4,8,8,87.3,0,0,0,0,0,0,0,-3,-2,-1,-3
10418,A. Burks,J. Evans,D. Exum,R. Hood,E. Kanter,UTA,2014-15,2,4,7,8,90.8,-2,-3,-0.1,0,-1,-0.1,-0.1,1,0,0.333,-3
10419,N. Calathes,M. Conley,M. Gasol,C. Lee,J. Leuer,MEM,2014-15,3,6.9,13,12,87.2,1,5,-0.127,1,5,-0.091,-0.091,-6,-6,-3,-3
10420,N. Calathes,M. Conley,K. Koufos,C. Lee,J. Leuer,MEM,2014-15,1,0.6,1,2,130.9,-1,-1,0,0,0,0,0,-1,-1,-3,-3
10421,N. Calathes,J. Green,J. Green,K. Koufos,C. Lee,MEM,2014-15,2,3.9,6,6,74.5,-1,-1,-0.071,-2,-3,-0.214,-0.214,1,0,0.5,-3
10422,M. Carter-Williams,R. Covington,L. Drew,L. Mbah a Moute,H. Sims,PHI,2014-15,1,1.4,2,3,84.7,-1,0,-1,0,0,-1,-1,-1,-2,-3,-3
10423,M. Carter-Williams,R. Covington,N. Noel,H. Sims,T. Wroten,PHI,2014-15,3,7.5,13,13,83,0,-3,0.046,1,0,0.25,0.096,-4,-4,-0.333,-3
10424,M. Carter-Williams,J. Grant,N. Noel,H. Sims,T. Wroten,PHI,2014-15,1,0.5,1,1,99.3,0,1,0,0,1,-3,-3,-3,-3,-3,-3
10425,V. Carter,M. Conley,J. Green,K. Koufos,C. Lee,MEM,2014-15,1,1.1,1,2,63.5,-1,-1,0,-1,-1,-0.25,-0.25,0,0,-3,-3
10426,O. Casspi,D. Cousins,R. Gay,C. Landry,R. McCallum,SAC,2014-15,1,1.9,4,4,100.2,-2,-2,-0.667,-1,0,-1,-0.833,2,2,-3,-3
10427,M. Chalmers,N. Cole,L. Deng,D. Granger,H. Whiteside,MIA,2014-15,5,18.9,30,33,79.9,-3,-6,0.007,-1,-3,0.083,0.013,4,11,-0.1,-3
10428,M. Chalmers,L. Deng,J. Hamilton,U. Haslem,D. Wade,MIA,2014-15,1,1.3,3,3,108,-2,0,-1,-1,-1,-1.25,-1.25,2,2,-3,-3
10429,M. Chalmers,L. Deng,D. Wade,H. Walker,H. Whiteside,MIA,2014-15,10,38.1,69,70,87.5,-2,0,-0.031,-3,0,-0.231,-0.054,4,8,-0.058,-3
10430,I. Clark,D. Exum,R. Gobert,R. Hood,E. Kanter,UTA,2014-15,1,1.6,3,3,91.9,-1,1,-0.417,-1,-1,-0.583,-0.583,0,0,-3,-3
10431,J. Clarkson,W. Johnson,R. Kelly,J. Lin,R. Sacre,LAL,2014-15,2,5.2,12,10,101.5,0,5,-0.238,-1,1,-1,-0.31,-2,-2,-3,-3
10432,N. Cole,L. Deng,J. Ennis,H. Whiteside,S. Williams,MIA,2014-15,1,0.9,2,2,106.7,-1,0,-1,-1,-1,-1.5,-1.5,0,0,-3,-3
10433,N. Cole,J. Ennis,D. Granger,U. Haslem,D. Wade,MIA,2014-15,2,4,7,7,84.7,-1,2,-0.371,0,1,-0.167,-0.429,-1,-2,-3,-3
10434,N. Cole,J. Ennis,U. Haslem,D. Wade,H. Whiteside,MIA,2014-15,1,2.8,5,6,94.9,0,-3,0.75,0,-1,0.75,0.75,-3,-4,-3,-3
10435,N. Cole,D. Granger,D. Wade,H. Whiteside,S. Williams,MIA,2014-15,1,3.7,7,7,91.2,-1,-3,-0.05,-1,-3,-0.25,-0.113,0,0,0,-3
10436,D. Collison,D. Cousins,R. Gay,J. Thompson,D. Williams,SAC,2014-15,2,5.1,12,12,114.1,-2,-5,0.038,0,-1,0.167,0.063,1,1,0.5,-3
10437,D. Collison,R. Gay,C. Landry,J. Thompson,D. Williams,SAC,2014-15,1,2,4,4,95.2,-1,-2,0.067,-1,-1,0,0.033,0,0,0,-3
10438,M. Conley,M. Gasol,C. Lee,T. Prince,J. Stokes,MEM,2014-15,1,2,2,3,59,-1,1,-0.417,0,1,-0.417,-0.417,-1,0,-1,-3
10439,M. Conley,K. Koufos,C. Lee,J. Leuer,B. Udrih,MEM,2014-15,2,1.1,2,3,112.5,-1,-3,-0.25,0,-2,-0.25,-0.25,-1,-1,-3,-3
10440,M. Conley,K. Koufos,C. Lee,Q. Pondexter,T. Prince,MEM,2014-15,1,2.4,5,4,88.8,-3,1,-0.8,1,1,-0.7,-0.7,2,2,-3,-3
10441,C. Copeland,S. Hill,C. Miles,D. Sloan,D. West,IND,2014-15,1,0.3,1,1,180,-1,-1,-1,-1,-1,0,0,0,0,-3,-3
10442,C. Copeland,S. Hill,L. Scola,D. Sloan,D. West,IND,2014-15,1,2.7,5,5,87.8,-2,0,-0.5,-1,0,-1,-0.625,2,2,-3,-3
10443,D. Cousins,R. Gay,R. McCallum,R. Sessions,D. Williams,SAC,2014-15,2,3.3,7,8,110.8,-1,-1,-0.15,-1,-1,-0.5,-0.25,0,0,0,-3
10444,R. Covington,L. Drew,J. Grant,L. Mbah a Moute,H. Sims,PHI,2014-15,1,0.7,2,2,130.9,-2,-2,0,0,0,1,1,1,1,0,-3
10445,R. Covington,L. Drew,J. Grant,K. McDaniels,H. Sims,PHI,2014-15,2,2,4,5,107.1,-1,-2,-0.067,-1,-1,-0.5,-0.167,0,0,-3,-3
10446,E. Davis,W. Ellington,W. Johnson,J. Lin,R. Price,LAL,2014-15,1,0.1,0,1,205.7,-1,-1,-1,-1,-1,0,0,0,0,-3,-3
10447,L. Deng,G. Dragi?,D. Wade,H. Walker,H. Whiteside,MIA,2014-15,10,72.2,144,143,95.4,2,-2,0.024,-3,-2,-0.061,0.013,-4,2,-0.158,-3
10448,L. Deng,U. Haslem,T. Johnson,D. Wade,H. Walker,MIA,2014-15,1,1.3,2,3,93.5,-1,0,-0.5,0,0,-0.5,-0.5,-1,-2,-3,-3
10449,G. Dragi?,A. Len,M. Morris,M. Morris,P. Tucker,PHO,2014-15,1,2.3,5,5,105.1,0,2,-0.267,-1,-1,-0.433,-0.433,-2,-1,-0.333,-3
10450,L. Drew,J. Grant,L. Mbah a Moute,H. Sims,H. Thompson,PHI,2014-15,1,2.3,5,5,104.3,-1,-2,0.067,-1,0,-1,-0.033,0,1,-3,-3
10451,L. Drew,J. Grant,N. Noel,J. Sampson,H. Thompson,PHI,2014-15,1,2.9,6,7,106.4,-1,-2,-0.083,-1,0,-0.5,-0.167,0,2,-0.5,-3
10452,M. Dunleavy,K. Hinrich,N. Mirotic,J. Noah,D. Rose,CHI,2014-15,1,0.5,1,1,99.3,-1,-1,0,0,0,-1,-1,-1,-1,-3,-3
10453,K. Faried,A. Gee,E. Green,T. Lawson,J. Nurkic,DEN,2014-15,1,0.9,2,2,102.9,-1,-1,-0.5,-1,0,-1,-0.75,0,0,-3,-3
10454,D. Gallinari,A. Gee,G. Harris,T. Lawson,T. Mozgov,DEN,2014-15,1,1.3,4,3,134.4,-2,-1,-1,-1,-1,-1.25,-1.25,2,4,-3,-3
10455,M. Gasol,C. Lee,Q. Pondexter,Z. Randolph,B. Udrih,MEM,2014-15,5,6.5,14,15,107.4,1,3,-0.056,1,0,0.333,-0.028,-6,-9,0.273,-3
10456,R. Gay,A. Miller,N. Stauskas,J. Thompson,D. Williams,SAC,2014-15,8,23,45,49,98.3,-5,-18,0.097,-3,-4,-0.157,0.079,10,10,0.4,-3
10457,A. Gee,J. Hickson,T. Lawson,J. Nurkic,N. Robinson,DEN,2014-15,3,6.1,10,13,90.7,2,-4,0.291,1,1,0.2,0.346,-8,-11,-3,-3
10458,A. Goodwin,B. Knight,A. Len,M. Morris,B. Wright,PHO,2014-15,1,5.6,13,12,108.1,-1,-5,0.167,-2,-3,-0.4,0.095,1,2,-3,-3
10459,G. Green,A. Len,M. Morris,I. Thomas,B. Wright,PHO,2014-15,1,1.4,4,3,122.9,-1,0,-0.333,0,1,-0.333,-0.333,-1,-2,-3,-3
10460,G. Hill,C. Miles,R. Stuckey,C. Watson,D. West,IND,2014-15,1,0.9,2,2,104.7,-1,-1,-0.5,-1,0,-1,-0.75,0,0,-3,-3
10461,S. Hill,D. Rudez,L. Scola,C. Watson,D. West,IND,2014-15,1,1.5,4,3,109.6,-2,2,-1,0,1,-1,-1,1,0,0.5,-3
10462,S. Hill,D. Rudez,C. Watson,D. West,S. Whittington,IND,2014-15,1,0.5,1,2,160,-1,-2,-1,-1,-1,0,0,0,0,-3,-3
10463,C. Johnson,N. Noel,H. Sims,H. Thompson,T. Wroten,PHI,2014-15,3,29.9,56,58,91.5,0,-3,0.025,-3,-6,-0.111,-0.004,0,4,-0.167,-3
10464,L. Mbah a Moute,N. Noel,A. Shved,H. Sims,H. Thompson,PHI,2014-15,2,5.3,9,11,90.3,-1,1,-0.196,-2,-4,-0.339,-0.339,1,0,0.5,-3
10465,S. Adams,N. Collison,R. Jackson,J. Lamb,L. Thomas,OKC,2014-15,2,2.1,4,3,82,-1,0,-0.333,-1,-1,-0.5,-0.5,0,0,-3,-3
10466,S. Adams,R. Jackson,J. Lamb,A. Morrow,L. Thomas,OKC,2014-15,1,0.2,1,1,320,-1,-2,0,0,0,-1,-1,-1,-1,-3,-3
10467,A. Ajinça,L. Babbitt,N. Cole,Q. Pondexter,J. Withey,NOP,2014-15,1,1,2,2,94.4,0,3,-0.75,-1,-1,-1.25,-1.25,-2,-2,-3,-3
10468,F. Aldemir,J. Grant,K. McDaniels,N. Noel,J. Sampson,PHI,2014-15,2,2.6,5,5,92.3,-1,0,-0.333,-1,0,-1,-0.5,0,2,-0.5,-3
10469,F. Aldemir,L. Mbah a Moute,N. Noel,J. Sampson,H. Thompson,PHI,2014-15,1,4.3,8,9,95.6,-2,-5,0.167,-1,-4,0.6,0.208,2,2,0,-3
10470,C. Aldrich,J. Calderón,L. Galloway,P. Prigioni,T. Wear,NYK,2014-15,1,0.5,1,1,102.9,-1,0,-1,-1,-1,-1.5,-1.5,0,0,-3,-3
10471,C. Aldrich,T. Hardaway,S. Larkin,J. Smith,T. Wear,NYK,2014-15,3,5.5,13,10,99.8,-3,3,-0.417,-2,-3,-0.528,-0.528,5,5,0,-3
10472,L. Allen,C. Copeland,S. Hill,A. Price,R. Stuckey,IND,2014-15,1,3,6,7,105.2,-1,-4,-0.143,0,-2,0,-0.143,-1,0,-0.25,-3
10473,L. Allen,G. Hill,C. Miles,L. Scola,R. Stuckey,IND,2014-15,6,16.3,31,34,95.8,-3,-5,-0.029,3,3,0.321,0.032,0,-2,0.5,-3
10474,L. Amundson,J. Calderón,C. Early,L. Galloway,T. Wear,NYK,2014-15,1,1.8,4,4,104.7,-1,2,-0.75,-1,0,-1,-1,0,0,-3,-3
10475,L. Amundson,M. Dellavedova,J. Harris,A. Kirk,A. Price,CLE,2014-15,1,1.7,4,3,98.8,-1,1,-0.667,-1,-1,-0.917,-0.917,0,0,-3,-3
10476,L. Amundson,L. Galloway,T. Hardaway,R. Ledo,J. Smith,NYK,2014-15,1,6.1,12,14,101.7,0,2,-0.056,0,3,-0.056,-0.056,-3,-3,-3,-3
10477,A. Anderson,B. Bogdanovi?,B. Davies,J. Jack,J. Jordan,BRK,2014-15,1,3.8,6,6,76.5,-1,-4,0.25,-1,-3,0.188,0.188,0,0,-3,-3
10478,A. Anderson,B. Bogdanovi?,K. Garnett,J. Jack,B. Lopez,BRK,2014-15,3,6,12,12,96,-1,1,-0.156,-3,-1,-1,-0.322,2,3,-3,-3
10479,A. Anderson,B. Bogdanovi?,K. Garnett,J. Jack,M. Plumlee,BRK,2014-15,3,5,8,8,77.1,-1,0,-0.167,0,-1,0,-0.167,-1,0,-0.5,-3
10480,A. Anderson,B. Bogdanovi?,J. Jack,B. Lopez,M. Plumlee,BRK,2014-15,10,29,59,58,96.9,-2,-10,0.039,-5,-9,-0.313,-0.004,6,10,-0.007,-3
10481,A. Anderson,K. Garnett,J. Jack,S. Karasev,M. Plumlee,BRK,2014-15,2,3.9,8,9,104.2,-1,-1,-0.056,-1,0,-0.333,-0.111,0,0,-3,-3
10482,A. Anderson,K. Garnett,J. Jack,M. Plumlee,D. Williams,BRK,2014-15,3,1.8,3,4,91.6,0,2,-0.667,0,0,-0.667,-0.667,-3,-3,-3,-3
10483,A. Anderson,J. GutiÃ©rrez,J. Jack,C. Jefferson,M. Plumlee,BRK,2014-15,1,4,8,9,102.9,0,0,0,0,-1,0,0,-3,-3,-0.75,-3
10484,A. Anderson,J. Jack,J. Jordan,S. Karasev,M. Teletovic,BRK,2014-15,2,2,4,4,98.5,0,2,-0.267,-1,-1,-0.5,-0.433,-2,-1,-1,-3
10485,A. Anderson,J. Jack,A. Kirilenko,B. Lopez,D. Williams,BRK,2014-15,1,1.5,3,3,98.2,-1,-2,-0.333,-1,-1,-0.5,-0.5,0,0,-3,-3
10486,C. Andersen,M. Chalmers,L. Deng,J. Ennis,T. Johnson,MIA,2014-15,2,2.9,6,6,100.5,-1,-2,0,-1,-2,-0.125,-0.125,0,0,0,-3
10487,C. Andersen,U. Haslem,S. Napier,D. Wade,H. Walker,MIA,2014-15,1,5.2,9,10,87.7,0,-1,0.042,-1,1,-0.5,-0.014,-2,-2,-3,-3
10488,K. Anderson,A. Baynes,M. Belinelli,M. Bonner,B. Diaw,SAS,2014-15,1,1.5,3,3,94.9,-1,-2,0.333,-1,-1,0.167,0.167,0,0,-3,-3
10489,K. Anderson,A. Baynes,M. Belinelli,B. Diaw,D. Green,SAS,2014-15,1,4.7,10,9,98.1,0,0,0,0,2,0,0,-3,-3,-0.167,-3
10490,K. Anderson,A. Baynes,M. Belinelli,B. Diaw,T. Parker,SAS,2014-15,1,1.9,3,4,90,-1,0,-0.25,-2,-1,-0.667,-0.5,1,1,-3,-3
10491,K. Anderson,A. Baynes,B. Diaw,C. Joseph,K. Leonard,SAS,2014-15,1,0.6,1,2,113.7,-1,0,-1,0,0,-1,-1,-1,-1,-3,-3
10492,K. Anderson,M. Bonner,A. Daye,D. Green,J. Ayres,SAS,2014-15,1,6.2,13,13,100.9,-1,-3,0.056,-1,-3,0.014,0.014,0,1,-0.5,-3
10493,K. Anderson,B. Diaw,C. Joseph,J. Ayres,R. Williams,SAS,2014-15,1,1,1,2,72,-1,-2,-0.333,-1,-1,-0.5,-0.5,0,0,-3,-3
