Rk,Lineup,Lineup_2,Lineup_3,Lineup_4,Lineup_5,Tm,Season,G,MP,TM,OPP,Pace,FG,FGA,FG%,3P,3PA,3P%,EFG%,FT,FTA,FT%,PTS%
10195,G. Henderson,A. Jefferson,B. Roberts,N. Vonleh,K. Walker,CHO,2014-15,1,0.3,0,2,180,0,-1,0,0,0,-2,-2,-2,-2,-2,-2
10196,T. Ariza,C. Brewer,C. Capela,T. Jones,P. Prigioni,HOU,2014-15,1,2.5,4,5,86.4,-1,0,-0.25,0,1,-0.5,-0.25,0,0,-2,-2
10197,R. McCallum,N. Stauskas,J. Thompson,D. Wear,D. Williams,SAC,2014-15,1,1.7,3,3,85.5,0,3,-0.333,-1,-1,-0.5,-0.5,-1,-1,-2,-2
10198,J. Butler,T. Gibson,K. Hinrich,E. Moore,J. Noah,CHI,2014-15,1,0.3,0,2,192,-1,-2,0,0,0,0,0,0,0,-2,-2
10199,A. Bennett,L. Brown,C. Budinger,R. Hummel,A. Payne,MIN,2014-15,1,0.3,1,1,180,-1,0,-1,0,0,-1,-1,0,0,-2,-2
10200,T. Hansbrough,J. Johnson,T. Ross,G. Stiemsma,L. Williams,TOR,2014-15,1,1.4,2,2,68.6,-1,0,-0.5,0,1,-0.5,-0.5,0,0,-2,-2
10201,G. Davis,D. Jones,D. Jordan,A. Rivers,H. Turkoglu,LAC,2014-15,1,0.1,0,1,240,-1,-1,0,0,0,0,0,0,0,-2,-2
10202,F. Aldemir,R. Covington,N. Noel,J. Richardson,I. Smith,PHI,2014-15,2,1.1,1,2,64.5,0,0,0,0,0,0,0,-2,-2,-2,-2
10203,I. Canaan,R. Covington,L. Mbah a Moute,J. Richardson,H. Sims,PHI,2014-15,1,3.4,8,7,105.9,-2,-1,-0.214,1,3,-0.131,-0.131,1,2,-2,-2
10204,M. Dellavedova,K. Irving,J. Jones,K. Perkins,I. Shumpert,CLE,2014-15,1,0.7,1,2,108,0,0,0,0,0,0,0,-2,-2,-2,-2
10205,J. Barea,M. Ellis,D. Harris,D. Nowitzki,C. Villanueva,DAL,2014-15,2,0.5,3,2,232.3,1,3,0,0,0,-4,-4,-4,-4,-2,-2
10206,L. Barbosa,A. Bogut,S. Curry,A. Iguodala,J. McAdoo,GSW,2014-15,1,0.3,0,1,80,0,0,0,0,0,-2,-2,-2,-2,-2,-2
10207,H. Barnes,S. Curry,A. Iguodala,J. McAdoo,K. Thompson,GSW,2014-15,1,0.1,0,1,480,-1,-1,0,0,0,0,0,0,0,-2,-2
10208,E. Bledsoe,R. Bullock,G. Green,P. Tucker,B. Wright,PHO,2014-15,1,0.4,1,1,130.9,-1,1,-1,0,2,-1,-1,0,0,-2,-2
10209,E. Bledsoe,R. Bullock,M. Morris,T. Warren,B. Wright,PHO,2014-15,1,2.6,6,5,103.5,-1,2,-0.417,0,1,-0.417,-0.417,0,0,-2,-2
10210,S. Curry,A. Iguodala,J. McAdoo,M. Speights,K. Thompson,GSW,2014-15,1,3.6,8,7,101.4,-1,-1,-0.033,0,0,0,-0.017,0,1,-0.5,-2
10211,A. Iguodala,S. Livingston,J. McAdoo,M. Speights,K. Thompson,GSW,2014-15,1,1.9,5,4,112.7,-1,-1,-0.15,0,-2,-0.15,-0.15,0,0,0,-2
10212,B. Bass,A. Bradley,M. Smart,J. Sullinger,I. Thomas,BOS,2014-15,1,2.2,3,2,55.8,-1,-1,-0.167,0,1,0,-0.167,0,0,-2,-2
10213,J. Maxiell,L. Stephenson,K. Walker,M. Williams,M. Williams,CHO,2014-15,1,2.3,5,4,93.9,-1,0,-0.25,0,1,0,-0.25,0,0,-2,-2
10214,L. Brown,J. Hamilton,R. Hummel,K. Martin,A. Wiggins,MIN,2014-15,2,5.7,11,9,85,-2,0,-0.333,0,1,0,-0.333,2,1,0.233,-2
10215,O. Casspi,B. McLemore,A. Miller,N. Stauskas,J. Thompson,SAC,2014-15,1,0.6,2,1,116.8,-1,1,-1,0,0,-1,-1,0,0,-2,-2
10216,N. Cole,D. Cunningham,A. Davis,T. Douglas,Q. Pondexter,NOP,2014-15,1,0.4,0,1,55.4,-1,0,-1,0,0,-1,-1,0,0,-2,-2
10217,W. Barton,W. Chandler,D. Gallinari,J. Nelson,J. Nurkic,DEN,2014-15,1,2.3,4,4,83.5,0,0,0,-1,-3,-0.125,-0.125,-1,-1,-2,-2
10218,D. Gallinari,J. Hickson,T. Lawson,J. Nelson,J. Nurkic,DEN,2014-15,1,1.2,3,3,121.7,0,1,-0.5,0,1,-0.5,-0.5,-2,-2,-2,-2
10219,E. Brand,J. Jenkins,S. Mack,M. Scott,T. Sefolosha,ATL,2014-15,1,1.8,4,4,109.7,-1,1,-0.5,0,1,0,-0.5,0,0,-2,-2
10220,D. Carroll,A. Horford,K. Korver,S. Mack,M. Muscala,ATL,2014-15,1,0.7,2,1,105.4,-1,1,-1,0,0,-1,-1,0,0,-2,-2
10221,F. Aldemir,J. Grant,L. Mbah a Moute,J. Sampson,I. Smith,PHI,2014-15,1,0.3,1,2,254.1,-1,-2,0,0,-1,0,0,0,2,-2,-2
10222,F. Aldemir,G. Robinson,H. Sims,I. Smith,H. Thompson,PHI,2014-15,1,0.6,1,2,123.4,0,0,0,0,1,0,0,-2,-2,-2,-2
10223,R. Covington,L. Mbah a Moute,H. Sims,I. Smith,H. Thompson,PHI,2014-15,1,3,5,6,88,-1,-4,0.5,0,-1,0.5,0.5,0,0,0,-2
10224,L. Mbah a Moute,N. Noel,G. Robinson,I. Smith,H. Thompson,PHI,2014-15,1,0.6,0,1,41.1,-1,-1,-0.5,0,0,-0.5,-0.5,0,0,-2,-2
10225,A. Bogut,S. Curry,J. Holiday,A. Iguodala,S. Livingston,GSW,2014-15,1,0.4,1,1,130.9,0,1,0,0,0,-2,-2,-2,-2,-2,-2
10226,W. Barton,R. Foye,G. Harris,J. Hickson,J. Nurkic,DEN,2014-15,2,3.6,6,6,79.6,0,1,-0.048,-1,-3,-0.25,-0.131,-1,0,-0.5,-2
10227,W. Barton,R. Foye,G. Harris,J. Lauvergne,J. Nurkic,DEN,2014-15,1,0.8,1,1,64,-1,0,-1,0,0,-1,-1,0,-1,-2,-2
10228,K. Faried,R. Foye,E. Green,G. Harris,J. Hickson,DEN,2014-15,1,2.2,3,4,75.2,-1,0,-0.333,0,0,0,-0.333,0,0,-2,-2
10229,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Lucas III,A. Tolliver,DET,2014-15,1,1.1,1,1,43.6,-1,-2,-0.25,0,1,-0.25,-0.25,0,0,-2,-2
10230,L. Deng,J. Ennis,T. Johnson,D. Wade,H. Whiteside,MIA,2014-15,2,2.8,5,7,104.7,1,1,0.1,0,1,0.1,0.1,-4,-6,-2,-2
10231,G. Dragi?,J. Ennis,D. Wade,H. Walker,H. Whiteside,MIA,2014-15,1,0.4,1,1,115.2,-1,-1,0,0,0,0,0,0,0,-2,-2
10232,A. Goodwin,G. Green,J. McNeal,M. Morris,B. Wright,PHO,2014-15,1,1.2,2,2,77.8,0,0,0,0,0,0,0,-2,-2,-2,-2
10233,A. Ajinça,R. Anderson,N. Cole,T. Douglas,E. Gordon,NOP,2014-15,1,0.3,0,1,96,0,0,0,0,0,-2,-2,-2,-2,-2,-2
10234,A. Ajinça,N. Cole,A. Davis,T. Douglas,Q. Pondexter,NOP,2014-15,1,0.5,1,1,96,-1,0,-1,0,0,-1,-1,0,0,-2,-2
10235,R. Anderson,N. Cole,A. Davis,T. Evans,E. Gordon,NOP,2014-15,2,3.2,6,5,82.9,-1,0,-0.2,0,0,0,-0.2,0,0,-2,-2
10236,A. Bradley,J. Crowder,K. Olynyk,J. Sullinger,I. Thomas,BOS,2014-15,2,3.4,8,6,99.8,-1,3,-0.35,0,1,0,-0.35,0,0,-2,-2
10237,D. DeRozan,J. Johnson,P. Patterson,T. Ross,J. Valan?i?nas,TOR,2014-15,1,0.1,0,1,205.7,-1,-1,0,0,0,0,0,0,0,-2,-2
10238,M. Beasley,M. Chalmers,L. Deng,U. Haslem,D. Wade,MIA,2014-15,1,2.3,3,4,73,1,2,-0.333,0,1,-0.333,-0.333,-4,-6,-2,-2
10239,G. Dragi?,Z. DragiÄ‡,J. Ennis,U. Haslem,T. Johnson,MIA,2014-15,1,1.9,4,4,101.9,-1,-1,-0.083,-1,0,-1,-0.208,1,4,-2,-2
10240,P. George,I. Mahinmi,D. Sloan,R. Stuckey,D. West,IND,2014-15,1,1,3,3,141.6,-1,-1,-0.333,0,1,-0.333,-0.333,0,2,-2,-2
10241,S. Hawes,L. Hudson,A. Rivers,H. Turkoglu,E. Udoh,LAC,2014-15,1,1,3,2,116.1,-1,1,-0.5,0,2,-0.5,-0.5,0,0,-2,-2
10242,F. Aldemir,N. Noel,J. Richardson,I. Smith,H. Thompson,PHI,2014-15,1,1,2,2,101.1,0,1,-0.5,0,0,-0.5,-0.5,-2,-2,-2,-2
10243,J. Richardson,G. Robinson,J. Sampson,H. Sims,H. Thompson,PHI,2014-15,1,1.9,4,5,116.8,0,0,0,0,-1,0,0,-2,-2,-2,-2
10244,T. Ariza,C. Brewer,D. Howard,P. Prigioni,J. Terry,HOU,2014-15,1,0.3,1,2,270,-1,-3,-1,-1,-3,1,1,1,2,-2,-2
10245,T. Booker,J. Cooley,D. Exum,R. Hood,J. Ingles,UTA,2014-15,2,1.9,4,4,101.9,0,1,-0.167,0,0,0,-0.167,-2,-3,0.25,-2
10246,B. Cotton,D. Exum,R. Gobert,R. Hood,J. Ingles,UTA,2014-15,1,0.6,2,2,169.4,-1,-2,0,0,0,0,0,0,0,-2,-2
10247,M. Belinelli,B. Diaw,M. Ginóbili,T. Parker,J. Ayres,SAS,2014-15,1,1.9,3,3,75.1,-1,-2,-0.067,0,2,-0.067,-0.067,0,0,-2,-2
10248,A. Afflalo,S. Blake,M. Leonard,D. Lillard,C. McCollum,POR,2014-15,1,0.1,2,2,960,1,1,0,0,0,-4,-4,-4,-4,-2,-2
10249,A. Afflalo,A. Crabbe,A. Gee,M. Leonard,D. Lillard,POR,2014-15,1,1.3,3,3,108,-1,-1,-0.333,0,0,0,-0.333,0,0,-2,-2
10250,A. Afflalo,J. Freeland,D. Lillard,R. Lopez,C. McCollum,POR,2014-15,1,2.3,5,5,103.6,-2,0,-0.4,0,2,-0.4,-0.4,2,1,1,-2
10251,B. Bogdanovi?,M. Brown,J. Jack,D. Morris,M. Plumlee,BRK,2014-15,1,0.3,1,1,169.4,-1,0,-1,0,0,-1,-1,0,0,-2,-2
10252,T. Black,D. Buycks,W. Johnson,R. Kelly,J. Lin,LAL,2014-15,1,0.6,0,1,41.1,-1,0,-1,0,0,-1,-1,0,0,-2,-2
10253,A. Bogut,S. Curry,A. Iguodala,S. Livingston,K. Thompson,GSW,2014-15,1,0.8,1,1,64,-1,0,-1,0,0,-1,-1,0,0,-2,-2
10254,S. Adams,D. Augustin,P. Jones,A. Morrow,A. Roberson,OKC,2014-15,1,2.1,4,4,93.7,-1,0,-0.25,0,2,-0.25,-0.25,0,1,-2,-2
10255,S. Adams,D. Augustin,A. Morrow,A. Roberson,D. Waiters,OKC,2014-15,1,2.4,6,5,110,-1,4,-0.5,0,2,-0.5,-0.5,0,0,-2,-2
10256,S. Bhullar,O. Casspi,R. Gay,R. McCallum,D. Williams,SAC,2014-15,1,0.3,0,1,90,-1,-2,0,0,0,0,0,0,0,-2,-2
10257,B. Bogdanovi?,M. Brown,J. Johnson,M. Plumlee,D. Williams,BRK,2014-15,1,0.1,0,1,360,-1,-1,0,0,0,0,0,0,0,-2,-2
10258,G. Henderson,J. Maxiell,B. Roberts,M. Williams,M. Williams,CHO,2014-15,1,2.7,4,5,81,0,1,-0.1,0,0,0,-0.1,-2,-3,-2,-2
10259,T. Black,D. Buycks,J. Clarkson,R. Kelly,R. Sacre,LAL,2014-15,1,4.4,8,8,87.6,-1,-2,-0.042,0,2,-0.042,-0.042,0,2,-2,-2
10260,J. Crowder,K. Olynyk,J. Sullinger,I. Thomas,E. Turner,BOS,2014-15,1,0.8,1,1,57.6,-1,-1,-0.5,0,1,-0.5,-0.5,0,0,-2,-2
10261,J. Adams,N. Calathes,J. Leuer,J. Stokes,B. Udrih,MEM,2014-15,1,1,2,2,97.6,-1,-3,-0.25,0,-1,-0.25,-0.25,0,0,-2,-2
10262,M. Carter-Williams,J. Dudley,J. Henson,E. Ilyasova,O. Mayo,MIL,2014-15,1,1.5,3,3,94.9,-1,-2,0,0,0,0,0,0,0,-2,-2
10263,M. Carter-Williams,T. Ennis,K. Middleton,Z. Pachulia,M. Plumlee,MIL,2014-15,1,2.8,5,5,87.3,-1,2,-0.333,0,-1,0.167,-0.375,0,0,-2,-2
10264,Q. Acy,A. Bargnani,R. Ledo,J. Smith,L. Thomas,NYK,2014-15,1,0.3,0,1,96,0,0,0,0,0,-2,-2,-2,-2,-2,-2
10265,B. Beal,W. Bynum,K. Humphries,P. Pierce,K. Séraphin,WAS,2014-15,1,0.3,0,2,144,0,-1,0,0,0,-2,-2,-2,-2,-2,-2
10266,L. Mbah a Moute,N. Noel,J. Richardson,G. Robinson,J. Sampson,PHI,2014-15,1,2.4,5,5,101.4,-1,1,-0.233,0,1,-0.233,-0.233,0,0,-2,-2
10267,L. Mbah a Moute,N. Noel,J. Richardson,G. Robinson,I. Smith,PHI,2014-15,1,0.3,0,1,80,-1,-1,0,0,0,0,0,0,0,-2,-2
10268,B. Diaw,T. Duncan,C. Joseph,K. Leonard,R. Williams,SAS,2014-15,1,3.1,6,6,93.4,-1,1,-0.267,0,0,0,-0.283,0,0,-2,-2
10269,B. Diaw,C. Joseph,K. Leonard,T. Parker,R. Williams,SAS,2014-15,1,0.3,0,1,72,-1,-1,0,0,0,0,0,0,0,-2,-2
10270,S. Bhullar,O. Casspi,C. Landry,R. McCallum,B. McLemore,SAC,2014-15,1,0.7,1,2,98.2,0,0,0,0,-1,0,0,-2,-2,-2,-2
10271,T. Booker,D. Exum,R. Gobert,R. Hood,C. Johnson,UTA,2014-15,3,11.9,27,24,102.9,-4,2,-0.241,-2,2,-0.3,-0.298,8,12,-2,-2
10272,S. Blake,A. Crabbe,D. Lillard,R. Lopez,C. McCollum,POR,2014-15,1,3.9,6,6,73.8,-1,-3,-0.05,0,1,-0.05,-0.05,0,0,-2,-2
10273,B. Biyombo,G. Henderson,B. Roberts,J. Taylor,N. Vonleh,CHO,2014-15,1,1,2,3,116.1,0,-1,0,0,-1,0,0,-2,-2,-2,-2
10274,B. Biyombo,G. Henderson,J. Taylor,N. Vonleh,K. Walker,CHO,2014-15,2,6.1,11,13,94.4,-1,2,-0.133,1,1,0.2,-0.092,-1,0,-0.5,-2
10275,K. Humphries,O. Porter,K. Séraphin,R. Sessions,M. Webster,WAS,2014-15,2,3.5,7,7,95.5,-2,0,-0.286,1,1,0.5,-0.214,1,1,0,-2
10276,W. Chandler,R. Foye,E. Green,G. Harris,J. Hickson,DEN,2014-15,2,2.5,5,5,95.4,-1,0,-0.2,1,2,-0.1,-0.1,-1,0,-0.5,-2
10277,W. Chandler,R. Foye,J. Hickson,T. Lawson,J. Nurkic,DEN,2014-15,1,2.7,4,5,81,0,-1,0.1,0,0,0,0.117,-2,-2,-2,-2
10278,T. Black,J. Brown,D. Buycks,W. Johnson,R. Kelly,LAL,2014-15,1,0.6,1,1,77.8,-1,-1,0,0,0,0,0,0,0,-2,-2
10279,T. Black,D. Buycks,J. Clarkson,W. Johnson,R. Kelly,LAL,2014-15,2,3.3,5,6,80.8,-2,-6,0.5,0,0,0.5,0.5,2,1,1,-2
10280,R. Anderson,D. Cunningham,T. Evans,E. Gordon,Q. Pondexter,NOP,2014-15,1,3.6,6,6,80.7,0,1,-0.048,0,0,0,-0.06,-2,-2,-2,-2
10281,E. Bledsoe,A. Goodwin,M. Morris,M. Morris,T. Warren,PHO,2014-15,1,2,4,3,83.3,-1,0,-0.2,0,-1,0,-0.2,0,-1,-2,-2
10282,J. Bayless,J. Dudley,T. Ennis,O. Mayo,M. Plumlee,MIL,2014-15,1,1.1,2,2,91.4,-1,0,-0.5,0,1,-0.5,-0.5,0,-1,-2,-2
10283,N. Calathes,M. Gasol,J. Green,C. Lee,B. Udrih,MEM,2014-15,1,0,0,1,1440,0,0,0,0,0,-2,-2,-2,-3,-2,-2
10284,V. Carter,J. Green,J. Leuer,Z. Randolph,B. Udrih,MEM,2014-15,1,1.1,2,2,84.7,-1,0,-0.5,0,0,0,-0.5,0,0,-2,-2
10285,F. Aldemir,R. Covington,J. Grant,G. Robinson,J. Sampson,PHI,2014-15,1,0.3,1,1,144,0,1,0,0,0,-2,-2,-2,-2,-2,-2
10286,F. Aldemir,R. Covington,J. Richardson,T. Robinson,J. Sampson,PHI,2014-15,1,0.6,1,1,87.3,-1,-1,0,0,0,0,0,0,0,-2,-2
10287,R. Covington,J. Grant,J. Richardson,J. Sampson,H. Thompson,PHI,2014-15,1,2.1,4,4,92.2,-1,-1,-0.15,0,1,0,-0.15,0,-1,-2,-2
10288,N. Batum,S. Blake,A. Crabbe,J. Freeland,R. Lopez,POR,2014-15,1,1,2,2,94.4,0,0,0,0,0,0,0,-2,-2,-2,-2
10289,N. Batum,S. Blake,A. Crabbe,D. Lillard,C. McCollum,POR,2014-15,1,0.1,0,1,180,0,0,0,0,0,-2,-2,-2,-4,-2,-2
10290,S. Blake,A. Crabbe,J. Freeland,M. Leonard,D. Lillard,POR,2014-15,1,3.6,8,8,105.7,0,1,-0.054,0,2,0,-0.054,-2,-2,-2,-2
10291,J. Crowder,J. Jerebko,J. Sullinger,I. Thomas,E. Turner,BOS,2014-15,1,2.2,6,6,132.9,0,2,-0.25,0,-1,-0.25,-0.25,-2,-1,-0.5,-2
10292,O. Casspi,R. Hollins,C. Landry,B. McLemore,A. Miller,SAC,2014-15,1,0.7,1,2,105.4,0,0,0,0,0,0,0,-2,-2,-2,-2
10293,R. McCallum,B. McLemore,D. Stockton,J. Thompson,D. Williams,SAC,2014-15,1,2.7,4,5,80.5,-1,0,-0.25,-1,-1,-0.5,-0.375,1,2,-2,-2
10294,K. Caldwell-Pope,R. Jackson,J. Meeks,G. Monroe,S. Williams,DET,2014-15,1,1.6,4,3,102.9,-2,0,-0.5,0,1,-0.5,-0.5,2,1,1,-2
10295,D. Augustin,N. Collison,M. McGary,A. Roberson,R. Westbrook,OKC,2014-15,1,0.9,1,1,52.4,-1,1,-1,0,0,-1,-1,0,0,-2,-2
10296,N. Collison,E. Kanter,A. Morrow,A. Roberson,D. Waiters,OKC,2014-15,1,0.5,2,2,185.8,0,3,0,0,1,-2,-2,-2,-4,-2,-2
10297,P. George,R. Hibbert,G. Hill,S. Hill,L. Scola,IND,2014-15,1,0.8,2,2,115.2,-1,-1,-0.5,-1,0,-1,-0.75,1,2,-2,-2
10298,T. Black,J. Brown,D. Buycks,E. Davis,R. Kelly,LAL,2014-15,1,0.2,0,1,102.9,0,0,0,0,0,-2,-2,-2,-3,-2,-2
10299,T. Black,J. Brown,J. Clarkson,E. Davis,R. Kelly,LAL,2014-15,1,10.9,22,22,97,-1,3,-0.16,-2,-3,0.2,-0.244,2,2,0.042,-2
10300,B. Bogdanovi?,M. Brown,J. Jack,J. Johnson,B. Lopez,BRK,2014-15,1,0.5,1,1,106.7,0,1,0,0,0,-2,-2,-2,-2,-2,-2
10301,K. Irving,S. Marion,T. Thompson,A. Varejao,D. Waiters,CLE,2014-15,5,14.1,25,25,85,-3,-3,-0.071,1,6,-0.25,-0.04,3,0,0.5,-2
10302,K. Irving,M. Miller,T. Mozgov,I. Shumpert,T. Thompson,CLE,2014-15,1,3.3,6,6,88.2,-1,-1,-0.054,0,0,0,-0.036,0,0,-2,-2
10303,A. Jefferson,M. Kidd-Gilchrist,K. Walker,M. Williams,C. Zeller,CHO,2014-15,1,0.3,0,1,72,-1,-1,0,0,0,0,0,0,0,-2,-2
10304,A. Jefferson,L. Stephenson,J. Taylor,M. Williams,M. Williams,CHO,2014-15,1,1.2,3,2,98.6,-1,0,-0.5,0,0,-0.5,-0.5,0,0,-2,-2
10305,J. Jerebko,K. Olynyk,P. Pressey,G. Wallace,J. Young,BOS,2014-15,1,3.4,6,7,90.9,0,-3,0.214,1,1,0.5,0.339,-3,-4,-2,-2
10306,J. Jerebko,K. Olynyk,M. Smart,I. Thomas,E. Turner,BOS,2014-15,3,6.5,13,10,85.1,0,2,-0.06,-2,0,-0.5,-0.143,0,1,-0.5,-2
10307,J. Jerebko,K. Olynyk,M. Smart,I. Thomas,G. Wallace,BOS,2014-15,2,7,12,12,82.5,-2,3,-0.299,2,7,0.25,-0.227,0,1,-0.5,-2
10308,J. Jerebko,M. Smart,I. Thomas,J. Young,T. Zeller,BOS,2014-15,2,3,7,6,104,1,3,-0.071,-1,0,-0.5,-0.196,-3,-3,0,-2
10309,J. Jerebko,M. Smart,E. Turner,G. Wallace,T. Zeller,BOS,2014-15,1,3.1,6,6,93.9,-1,-2,-0.083,0,-2,0,-0.083,0,0,0,-2
10310,J. Jerebko,E. Turner,G. Wallace,J. Young,T. Zeller,BOS,2014-15,1,2.4,4,4,80.6,0,5,-0.357,0,1,-0.357,-0.357,-2,-5,-2,-2
10311,A. Johnson,J. Johnson,K. Lowry,J. Valan?i?nas,L. Williams,TOR,2014-15,6,13.1,27,27,98.8,0,1,-0.017,0,2,-0.101,-0.021,-2,-1,-0.161,-2
10312,A. Johnson,J. Johnson,J. Valan?i?nas,G. Vázquez,L. Williams,TOR,2014-15,7,12.2,26,28,106.2,-2,-7,0.065,-1,-3,-0.036,0.053,3,6,-0.165,-2
10313,A. Johnson,K. Lowry,J. Valan?i?nas,G. Vázquez,L. Williams,TOR,2014-15,2,1.5,2,3,79.1,-1,0,-0.333,0,2,-0.333,-0.333,0,-1,-2,-2
10314,J. Jones,S. Marion,A. Price,T. Thompson,D. Waiters,CLE,2014-15,1,1.9,4,4,99.3,-1,-2,-0.067,0,-1,-0.067,-0.067,0,1,0,-2
10315,P. Jones,M. McGary,A. Morrow,D. Waiters,R. Westbrook,OKC,2014-15,1,2.5,5,6,107,-1,0,-0.25,0,-1,-0.25,-0.25,0,0,0,-2
10316,P. Jones,A. Morrow,K. Perkins,A. Roberson,I. Smith,OKC,2014-15,1,0.2,0,1,120,0,0,0,0,0,-2,-2,-2,-2,-2,-2
10317,E. Kanter,A. Morrow,S. Novak,K. Singler,R. Westbrook,OKC,2014-15,1,0.5,1,1,90,-1,-1,-0.5,0,0,-0.5,-0.5,0,0,-2,-2
10318,M. Kidd-Gilchrist,J. Maxiell,J. Pargo,J. Taylor,M. Williams,CHO,2014-15,1,0.7,1,1,73.8,-1,-3,0,0,0,0,0,0,0,-2,-2
10319,Z. LaVine,K. Martin,N. Pekovic,R. Rubio,A. Wiggins,MIN,2014-15,1,0.8,3,2,160,-1,-2,-0.333,0,0,-0.333,-0.333,0,-1,0.333,-2
10320,Z. LaVine,N. Pekovic,G. Robinson,A. Wiggins,T. Young,MIN,2014-15,1,0.3,0,1,72,-1,-2,0,0,-1,0,0,0,0,-2,-2
10321,Z. LaVine,N. Pekovic,R. Rubio,A. Wiggins,T. Young,MIN,2014-15,1,1.1,1,2,68.6,-1,-2,-0.333,0,-1,-0.333,-0.333,0,0,-2,-2
10322,J. Maxiell,L. Stephenson,K. Walker,M. Williams,M. Williams,CHO,2014-15,1,2.3,5,4,93.9,-1,0,-0.25,0,1,0,-0.25,0,0,-2,-2
10323,R. McCallum,B. McLemore,R. Sessions,J. Thompson,D. Williams,SAC,2014-15,1,1,3,3,141.6,0,0,0,-1,-1,-0.5,-0.5,-1,0,-0.5,-2
10324,R. McCallum,B. McLemore,D. Stockton,J. Thompson,D. Williams,SAC,2014-15,1,2.7,4,5,80.5,-1,0,-0.25,-1,-1,-0.5,-0.375,1,2,-2,-2
10325,J. McGee,T. Robinson,J. Sampson,I. Smith,H. Thompson,PHI,2014-15,1,3.5,8,8,109.2,-2,-5,0.1,0,-1,0.1,0.1,2,4,-2,-2
10326,M. Morris,M. Morris,A. Price,P. Tucker,B. Wright,PHO,2014-15,1,0.2,0,1,144,-1,-1,0,0,0,0,0,0,0,-2,-2
10327,K. Olynyk,R. Rondo,J. Sullinger,M. Thornton,E. Turner,BOS,2014-15,2,1.7,3,3,87.3,-1,1,-1,0,0,-1,-1,0,-2,0.5,-2
10328,K. Olynyk,M. Smart,J. Sullinger,M. Thornton,E. Turner,BOS,2014-15,5,8.9,19,14,89.5,-2,12,-0.466,0,6,-0.444,-0.514,2,1,0.3,-2
10329,P. Pressey,M. Smart,J. Sullinger,M. Thornton,T. Zeller,BOS,2014-15,1,0.7,1,1,70.2,-1,0,-0.5,0,0,-0.5,-0.5,0,0,-2,-2
10330,P. Pressey,J. Sullinger,E. Turner,J. Young,T. Zeller,BOS,2014-15,1,0.2,0,1,120,0,0,0,0,0,-2,-2,-2,-2,-2,-2
10331,M. Smart,J. Sullinger,M. Thornton,J. Young,T. Zeller,BOS,2014-15,1,1.9,4,3,90.8,0,4,-0.333,-1,1,-1,-0.583,-1,-2,-2,-2
10332,J. Sullinger,M. Thornton,E. Turner,G. Wallace,T. Zeller,BOS,2014-15,1,1.3,2,2,76.8,-1,-1,-0.5,0,0,-0.5,-0.5,0,0,-2,-2
10333,J. Sullinger,M. Thornton,E. Turner,J. Young,T. Zeller,BOS,2014-15,1,2.4,4,4,80.6,-1,-1,0,0,0,0,0,0,0,-2,-2
10334,Q. Acy,J. Calderón,P. Prigioni,A. Stoudemire,T. Wear,NYK,2014-15,1,1.5,3,3,97.1,-2,-3,-0.5,0,0,-0.5,-0.5,1,2,-3,-3
10335,Q. Acy,L. Galloway,T. Hardaway,J. Smith,T. Wear,NYK,2014-15,1,2.4,5,5,98.6,-1,-1,-0.15,-1,-1,-0.5,-0.25,0,0,0,-3
10336,Q. Acy,L. Galloway,S. Larkin,R. Ledo,J. Smith,NYK,2014-15,2,9.7,18,17,87,-1,4,-0.125,-1,2,-0.5,-0.156,0,-4,0.667,-3
10337,Q. Acy,P. Prigioni,I. Shumpert,J. Smith,T. Wear,NYK,2014-15,1,0.5,0,1,51.4,-1,-1,-1,-1,-1,0,0,0,0,-3,-3
10338,C. Boozer,K. Bryant,X. Henry,J. Hill,J. Lin,LAL,2014-15,1,1.9,5,4,115.7,0,1,-0.05,-1,0,-1,-0.175,-2,-2,-3,-3
10339,C. Bosh,N. Cole,L. Deng,S. Napier,S. Williams,MIA,2014-15,4,7.5,12,14,83.6,-3,-10,0.076,-3,-7,0.056,0.029,6,8,-3,-3
10340,C. Bosh,L. Deng,S. Napier,D. Wade,S. Williams,MIA,2014-15,5,5.7,12,12,101.6,-3,-2,-0.27,0,1,-0.05,-0.254,3,5,-0.286,-3
10341,M. Chalmers,N. Cole,L. Deng,D. Wade,H. Whiteside,MIA,2014-15,1,1.2,2,3,100,-1,0,-0.5,0,0,0,-0.5,-1,-2,-3,-3
10342,N. Cole,L. Deng,U. Haslem,D. Wade,S. Williams,MIA,2014-15,5,14.5,28,30,96.1,1,-2,0.085,-3,-1,-0.75,0.025,-2,-4,0.286,-3
10343,R. Covington,L. Drew,J. Grant,N. Noel,H. Sims,PHI,2014-15,1,2.4,6,5,112.3,-2,-1,-0.5,0,2,-0.5,-0.5,1,0,0.5,-3
10344,E. Davis,W. Ellington,J. Hill,J. Lin,N. Young,LAL,2014-15,5,5,10,11,100.8,0,2,-0.075,1,2,0.25,-0.025,-4,-4,-0.375,-3
10345,Q. Acy,C. Aldrich,C. Anthony,J. Calderón,J. Smith,NYK,2014-15,1,2,4,3,86.2,-1,1,-0.667,0,0,0,-0.75,-1,0,-0.5,-3
